event_title,category,department,target_year,capacity,location,month,day_of_week,hour,event_tags,title_length,title_word_count,num_tags,is_weekend,time_of_day,is_workshop,dept_popularity,feature_version,success_rate
Cloud Computing Workshop,Technology,Computer,2,160,Auditorium,7,0,14,"cloud, workshop",24,3,2,0,afternoon,1,0.1918918918918919,v1.1,83
Photography Contest,Cultural,Management,1,190,Main Hall,10,5,16,"photography, contest",19,2,2,1,afternoon,0,0.34684684684684686,v1.1,90
Economics Debate,Academic,Science,3,110,Seminar Room,11,1,11,"economics, debate",16,2,2,0,morning,0,0.15675675675675677,v1.1,76
Chess Tournament,Sports,Mechanical,2,100,Open Ground,8,2,13,"sports, chess",16,2,2,0,afternoon,0,0.08468468468468468,v1.1,79
Entrepreneurship Talk,Professional,Management,4,140,Seminar Room,9,0,15,"entrepreneurship, talk",21,2,2,0,afternoon,0,0.34684684684684686,v1.1,81
Data Analytics Bootcamp,Technology,Computer,3,170,Auditorium,10,1,10,"data, analytics, bootcamp",23,3,3,0,morning,0,0.1918918918918919,v1.1,85
Singing Competition,Cultural,Civil,1,240,Main Hall,12,6,19,"singing, competition",19,2,2,1,evening,0,0.1045045045045045,v1.1,94
Astronomy Lecture,Academic,Science,2,90,Seminar Room,8,0,14,"astronomy, lecture",17,2,2,0,afternoon,0,0.15675675675675677,v1.1,72
Tennis Championship,Sports,Electrical,3,200,Open Ground,10,0,16,"sports, tennis",19,2,2,0,afternoon,0,0.0945945945945946,v1.1,86
Investment Seminar,Professional,Management,4,150,Seminar Room,11,0,14,"investment, seminar",18,2,2,0,afternoon,0,0.34684684684684686,v1.1,78
Ui/Ux Workshop,Technology,Computer,2,120,Auditorium,9,6,11,"ui, ux, workshop",14,2,3,1,morning,1,0.1918918918918919,v1.1,80
Fashion Show,Cultural,Management,1,300,Main Hall,12,4,18,"fashion, show",12,2,2,0,evening,0,0.34684684684684686,v1.1,96
Geology Workshop,Academic,Science,3,95,Seminar Room,7,2,13,"geology, workshop",16,2,2,0,afternoon,1,0.15675675675675677,v1.1,73
Hockey Match,Sports,Mechanical,2,220,Open Ground,11,0,15,"sports, hockey",12,2,2,0,afternoon,0,0.08468468468468468,v1.1,84
Public Speaking Event,Professional,Management,4,180,Main Hall,10,0,10,"public speaking, event",21,3,2,0,morning,0,0.34684684684684686,v1.1,83
Ar/Vr Demo,Technology,Computer,3,140,Auditorium,8,3,14,"ar, vr, demo",10,2,3,0,afternoon,0,0.1918918918918919,v1.1,82
Painting Exhibition,Cultural,Civil,1,210,Main Hall,9,5,12,"painting, exhibition",19,2,2,1,afternoon,0,0.1045045045045045,v1.1,91
Psychology Seminar,Academic,Science,2,85,Seminar Room,10,0,11,"psychology, seminar",18,2,2,0,morning,0,0.15675675675675677,v1.1,74
Athletics Meet,Sports,Electrical,3,250,Open Ground,12,1,9,"sports, athletics",14,2,2,0,morning,0,0.0945945945945946,v1.1,88
Business Analytics Workshop,Professional,Management,4,160,Seminar Room,11,5,13,"business, analytics, workshop",27,3,3,1,afternoon,1,0.34684684684684686,v1.1,80
Ethical Hacking Workshop,Technology,Computer,2,150,Auditorium,8,6,15,"ethical hacking, workshop",24,3,2,1,afternoon,1,0.1918918918918919,v1.1,84
Literary Fest,Cultural,Management,1,280,Main Hall,12,2,17,"literary, fest",13,2,2,0,evening,0,0.34684684684684686,v1.1,93
Environmental Science Talk,Academic,Science,3,100,Seminar Room,9,6,10,"environmental, science",26,3,2,1,morning,0,0.15675675675675677,v1.1,75
Kabaddi Tournament,Sports,Mechanical,2,180,Open Ground,11,6,16,"sports, kabaddi",18,2,2,1,afternoon,0,0.08468468468468468,v1.1,82
Sales Training,Professional,Management,4,130,Seminar Room,10,6,14,"sales, training",14,2,2,1,afternoon,0,0.34684684684684686,v1.1,77
Mobile App Development Workshop,Technology,Computer,3,190,Auditorium,12,3,10,"mobile, app, workshop",31,4,3,0,morning,1,0.1918918918918919,v1.1,86
Stand-Up Comedy Night,Cultural,Civil,1,200,Main Hall,11,4,19,"comedy, stand-up",21,3,2,0,evening,0,0.1045045045045045,v1.1,89
Mathematics Workshop,Academic,Science,2,110,Seminar Room,8,0,13,"mathematics, workshop",20,2,2,0,afternoon,1,0.15675675675675677,v1.1,76
Basketball League,Sports,Electrical,3,230,Open Ground,10,3,15,"sports, basketball",17,2,2,0,afternoon,0,0.0945945945945946,v1.1,87
Product Management Seminar,Professional,Management,4,170,Main Hall,9,5,11,"product management, seminar",26,3,2,1,morning,0,0.34684684684684686,v1.1,81
Game Development Workshop,Technology,Computer,2,140,Auditorium,7,2,14,"game, development, workshop",25,3,3,0,afternoon,1,0.1918918918918919,v1.1,83
Pottery Workshop,Cultural,Management,1,160,Main Hall,10,3,16,"pottery, workshop",16,2,2,0,afternoon,1,0.34684684684684686,v1.1,88
Chemistry Seminar,Academic,Science,3,90,Seminar Room,11,3,10,"chemistry, seminar",17,2,2,0,morning,0,0.15675675675675677,v1.1,72
Cricket League,Sports,Mechanical,2,270,Open Ground,12,5,14,"sports, cricket",14,2,2,1,afternoon,0,0.08468468468468468,v1.1,89
Digital Marketing Workshop,Professional,Management,4,150,Seminar Room,9,1,13,"digital marketing, workshop",26,3,2,0,afternoon,1,0.34684684684684686,v1.1,79
Ai Ethics Discussion,Technology,Computer,3,120,Auditorium,8,4,15,"ai, ethics",20,3,2,0,afternoon,0,0.1918918918918919,v1.1,80
Classical Music Night,Cultural,Civil,1,240,Main Hall,12,5,18,"music, classical",21,3,2,1,evening,0,0.1045045045045045,v1.1,94
Physics Olympiad,Academic,Science,2,95,Seminar Room,10,3,11,"physics, olympiad",16,2,2,0,morning,0,0.15675675675675677,v1.1,73
Volleyball League,Sports,Electrical,3,200,Open Ground,11,3,16,"sports, volleyball",17,2,2,0,afternoon,0,0.0945945945945946,v1.1,85
Supply Chain Seminar,Professional,Management,4,180,Main Hall,9,2,10,"supply chain, seminar",20,3,2,0,morning,0,0.34684684684684686,v1.1,82
Big Data Workshop,Technology,Computer,2,170,Auditorium,7,5,14,"big data, workshop",17,3,2,1,afternoon,1,0.1918918918918919,v1.1,84
Sculpture Exhibition,Cultural,Management,1,190,Main Hall,10,3,12,"sculpture, exhibition",20,2,2,0,afternoon,0,0.34684684684684686,v1.1,90
Zoology Seminar,Academic,Science,3,80,Seminar Room,12,6,10,"zoology, seminar",15,2,2,1,morning,0,0.15675675675675677,v1.1,71
Badminton League,Sports,Mechanical,2,150,Open Ground,8,4,15,"sports, badminton",16,2,2,0,afternoon,0,0.08468468468468468,v1.1,81
Retail Management Workshop,Professional,Management,4,140,Seminar Room,11,6,14,"retail, management, workshop",26,3,3,1,afternoon,1,0.34684684684684686,v1.1,78
Devops Workshop,Technology,Computer,3,160,Auditorium,10,5,11,"devops, workshop",15,2,2,1,morning,1,0.1918918918918919,v1.1,85
Folk Dance Competition,Cultural,Civil,1,220,Main Hall,12,5,17,"dance, folk, competition",22,3,3,1,evening,0,0.1045045045045045,v1.1,92
Botany Workshop,Academic,Science,2,100,Seminar Room,9,5,13,"botany, workshop",15,2,2,1,afternoon,1,0.15675675675675677,v1.1,74
Table Tennis League,Sports,Electrical,3,130,Open Ground,11,1,16,"sports, table tennis",19,3,2,0,afternoon,0,0.0945945945945946,v1.1,83
Corporate Law Seminar,Professional,Management,4,200,Main Hall,10,5,9,"corporate law, seminar",21,3,2,1,morning,0,0.34684684684684686,v1.1,80
Embedded Systems Workshop,Technology,Computer,2,150,Auditorium,8,2,14,"embedded systems, workshop",25,3,2,0,afternoon,1,0.1918918918918919,v1.1,82
Short Film Festival,Cultural,Management,1,260,Main Hall,12,1,19,"film, festival",19,3,2,0,evening,0,0.34684684684684686,v1.1,95
Microbiology Seminar,Academic,Science,3,85,Seminar Room,11,5,10,"microbiology, seminar",20,2,2,1,morning,0,0.15675675675675677,v1.1,72
Football League,Sports,Mechanical,2,280,Open Ground,9,0,15,"sports, football",15,2,2,0,afternoon,0,0.08468468468468468,v1.1,88
Operations Management Workshop,Professional,Management,4,170,Seminar Room,10,6,13,"operations, management, workshop",30,3,3,1,afternoon,1,0.34684684684684686,v1.1,81
Quantum Computing Talk,Technology,Computer,3,130,Auditorium,12,1,15,"quantum computing, talk",22,3,2,0,afternoon,0,0.1918918918918919,v1.1,83
Jazz Concert,Cultural,Civil,1,210,Main Hall,11,1,18,"music, jazz",12,2,2,0,evening,0,0.1045045045045045,v1.1,91
Genetics Seminar,Academic,Science,2,90,Seminar Room,8,0,11,"genetics, seminar",16,2,2,0,morning,0,0.15675675675675677,v1.1,73
Hockey League,Sports,Electrical,3,240,Open Ground,10,5,14,"sports, hockey",13,2,2,1,afternoon,0,0.0945945945945946,v1.1,86
Financial Planning Seminar,Professional,Management,4,160,Main Hall,9,5,10,"financial planning, seminar",26,3,2,1,morning,0,0.34684684684684686,v1.1,79
5G Technology Workshop,Technology,Computer,2,180,Auditorium,7,2,14,"5g, workshop",22,3,2,0,afternoon,1,0.1918918918918919,v1.1,84
Calligraphy Workshop,Cultural,Management,1,140,Main Hall,12,5,16,"calligraphy, workshop",20,2,2,1,afternoon,1,0.34684684684684686,v1.1,87
Neuroscience Talk,Academic,Science,3,95,Seminar Room,11,5,13,"neuroscience, talk",17,2,2,1,afternoon,0,0.15675675675675677,v1.1,75
Kabaddi League,Sports,Mechanical,2,200,Open Ground,10,2,16,"sports, kabaddi",14,2,2,0,afternoon,0,0.08468468468468468,v1.1,82
Brand Management Workshop,Professional,Management,4,150,Seminar Room,9,5,14,"brand management, workshop",25,3,2,1,afternoon,1,0.34684684684684686,v1.1,80
Augmented Reality Workshop,Technology,Computer,3,170,Auditorium,12,3,11,"ar, workshop",26,3,2,0,morning,1,0.1918918918918919,v1.1,85
Rock Band Performance,Cultural,Civil,1,230,Main Hall,11,5,19,"music, rock",21,3,2,1,evening,0,0.1045045045045045,v1.1,93
Paleontology Seminar,Academic,Science,2,80,Seminar Room,8,2,10,"paleontology, seminar",20,2,2,0,morning,0,0.15675675675675677,v1.1,71
Swimming League,Sports,Electrical,3,190,Open Ground,9,4,14,"sports, swimming",15,2,2,0,afternoon,0,0.0945945945945946,v1.1,84
Customer Service Training,Professional,Management,4,140,Seminar Room,10,3,13,"customer service, training",25,3,2,0,afternoon,0,0.34684684684684686,v1.1,77
Natural Language Processing Workshop,Technology,Computer,2,160,Auditorium,11,3,15,"nlp, workshop",36,4,2,0,afternoon,1,0.1918918918918919,v1.1,83
Origami Workshop,Cultural,Management,1,120,Main Hall,12,3,16,"origami, workshop",16,2,2,0,afternoon,1,0.34684684684684686,v1.1,86
Meteorology Seminar,Academic,Science,3,100,Seminar Room,9,3,11,"meteorology, seminar",19,2,2,0,morning,0,0.15675675675675677,v1.1,74
Tennis League,Sports,Mechanical,2,210,Open Ground,11,3,15,"sports, tennis",13,2,2,0,afternoon,0,0.08468468468468468,v1.1,87
Social Media Marketing Workshop,Professional,Management,4,180,Main Hall,10,4,10,"social media, marketing, workshop",31,4,3,0,morning,1,0.34684684684684686,v1.1,82
Computer Vision Workshop,Technology,Computer,3,150,Auditorium,12,5,14,"computer vision, workshop",24,3,2,1,afternoon,1,0.1918918918918919,v1.1,84
Indian Classical Dance,Cultural,Civil,1,250,Main Hall,11,3,18,"dance, classical",22,3,2,0,evening,0,0.1045045045045045,v1.1,94
Oceanography Seminar,Academic,Science,2,85,Seminar Room,8,2,13,"oceanography, seminar",20,2,2,0,afternoon,0,0.15675675675675677,v1.1,72
Cricket Championship,Sports,Electrical,3,260,Open Ground,12,4,14,"sports, cricket",20,2,2,0,afternoon,0,0.0945945945945946,v1.1,89
Project Management Certification,Professional,Management,4,190,Seminar Room,9,3,9,"project management, certification",32,3,2,0,morning,0,0.34684684684684686,v1.1,83
Edge Computing Workshop,Technology,Computer,2,140,Auditorium,10,2,15,"edge computing, workshop",23,3,2,0,afternoon,1,0.1918918918918919,v1.1,81
Western Music Night,Cultural,Management,1,220,Main Hall,12,6,19,"music, western",19,3,2,1,evening,0,0.34684684684684686,v1.1,92
Biotechnology Seminar,Academic,Science,3,90,Seminar Room,11,3,10,"biotechnology, seminar",21,2,2,0,morning,0,0.15675675675675677,v1.1,75
Basketball Tournament,Sports,Mechanical,2,230,Open Ground,10,2,16,"sports, basketball",21,2,2,0,afternoon,0,0.08468468468468468,v1.1,86
E-Commerce Workshop,Professional,Management,4,160,Main Hall,9,4,14,"e-commerce, workshop",19,2,2,0,afternoon,1,0.34684684684684686,v1.1,80
Autonomous Vehicles Talk,Technology,Computer,3,170,Auditorium,12,0,11,"autonomous vehicles, talk",24,3,2,0,morning,0,0.1918918918918919,v1.1,84
Karaoke Night,Cultural,Civil,1,200,Main Hall,11,1,18,"karaoke, music",13,2,2,0,evening,0,0.1045045045045045,v1.1,89
Astrophysics Seminar,Academic,Science,2,95,Seminar Room,8,3,14,"astrophysics, seminar",20,2,2,0,afternoon,0,0.15675675675675677,v1.1,73
Volleyball Championship,Sports,Electrical,3,240,Open Ground,12,4,15,"sports, volleyball",23,2,2,0,afternoon,0,0.0945945945945946,v1.1,88
Human Resources Workshop,Professional,Management,4,150,Seminar Room,10,4,13,"hr, workshop",24,3,2,0,afternoon,1,0.34684684684684686,v1.1,79
Smart Cities Workshop,Technology,Computer,2,180,Auditorium,9,4,15,"smart cities, workshop",21,3,2,0,afternoon,1,0.1918918918918919,v1.1,83
Magic Show,Cultural,Management,1,210,Main Hall,12,0,17,"magic, show",10,2,2,0,evening,0,0.34684684684684686,v1.1,90
Nanotechnology Seminar,Academic,Science,3,100,Seminar Room,11,2,11,"nanotechnology, seminar",22,2,2,0,morning,0,0.15675675675675677,v1.1,76
Football Tournament,Sports,Mechanical,2,270,Open Ground,10,0,14,"sports, football",19,2,2,0,afternoon,0,0.08468468468468468,v1.1,87
Negotiation Skills Workshop,Professional,Management,4,170,Main Hall,9,4,10,"negotiation, workshop",27,3,2,0,morning,1,0.34684684684684686,v1.1,81
6G Technology Discussion,Technology,Computer,3,160,Auditorium,12,1,14,"6g, discussion",24,3,2,0,afternoon,0,0.1918918918918919,v1.1,82
Comic Book Workshop,Cultural,Civil,1,130,Main Hall,11,2,16,"comic, workshop",19,3,2,0,afternoon,1,0.1045045045045045,v1.1,85
Archaeology Seminar,Academic,Science,2,80,Seminar Room,8,5,10,"archaeology, seminar",19,2,2,1,morning,0,0.15675675675675677,v1.1,71
Badminton Championship,Sports,Electrical,3,200,Open Ground,12,0,16,"sports, badminton",22,2,2,0,afternoon,0,0.0945945945945946,v1.1,84
Business Communication Workshop,Professional,Management,4,140,Seminar Room,10,1,13,"business communication, workshop",31,3,2,0,afternoon,1,0.34684684684684686,v1.1,78
Drone Technology Workshop,Technology,Computer,2,150,Auditorium,9,6,15,"drones, workshop",25,3,2,1,afternoon,1,0.1918918918918919,v1.1,83
Salsa Dance Workshop,Cultural,Management,1,180,Main Hall,12,1,18,"dance, salsa",20,3,2,0,evening,1,0.34684684684684686,v1.1,91
Geophysics Seminar,Academic,Science,3,90,Seminar Room,11,5,11,"geophysics, seminar",18,2,2,1,morning,0,0.15675675675675677,v1.1,74
Table Tennis Championship,Sports,Mechanical,2,160,Open Ground,10,6,15,"sports, table tennis",25,3,2,1,afternoon,0,0.08468468468468468,v1.1,82
Time Management Workshop,Professional,Management,4,190,Main Hall,9,0,9,"time management, workshop",24,3,2,0,morning,1,0.34684684684684686,v1.1,80
Robotics Expo,Cultural,Science,4,247,Auditorium,9,2,10,"music, culture",13,2,2,0,morning,0,0.15675675675675677,v1.1,88
Environmental Quiz,Academic,Computer,1,364,Seminar Room,11,1,11,"chemistry, math",18,2,2,0,morning,0,0.1918918918918919,v1.1,99
Open Mic Night,Sports,Science,3,158,Seminar Room,10,0,11,"football, badminton",14,3,2,0,morning,0,0.15675675675675677,v1.1,83
Chess Tournament,Cultural,Civil,2,121,Auditorium,7,0,9,"fashion, music",16,2,2,0,morning,0,0.1045045045045045,v1.1,39
Resume Review,Professional,Management,4,186,Open Ground,11,6,10,"career, resume",13,2,2,1,morning,0,0.34684684684684686,v1.1,98
Environmental Quiz,Sports,Science,2,282,Seminar Room,11,4,12,"sports, badminton",18,2,2,0,afternoon,0,0.15675675675675677,v1.1,39
Alumni Meet,Sports,Civil,3,149,Virtual,10,3,16,"basketball, badminton",11,2,2,0,afternoon,0,0.1045045045045045,v1.1,39
Cricket Match,Academic,Computer,1,214,Virtual,7,1,13,"physics, chemistry",13,2,2,0,afternoon,0,0.1918918918918919,v1.1,78
Dance Battle,Technology,Civil,4,191,Auditorium,9,4,10,"data, cloud",12,2,2,0,morning,0,0.1045045045045045,v1.1,87
Elevator Pitch,Sports,Mechanical,4,374,Main Hall,10,4,10,"sports, basketball",14,2,2,0,morning,0,0.08468468468468468,v1.1,85
Hackathon,Professional,Mechanical,3,233,Virtual,12,3,11,"career, startup",9,1,2,0,morning,0,0.08468468468468468,v1.1,58
Volleyball League,Cultural,Management,4,370,Open Ground,8,2,15,"drama, dance",17,2,2,0,afternoon,0,0.34684684684684686,v1.1,48
Ai Workshop,Sports,Civil,2,299,Virtual,8,1,13,"football, sports",11,2,2,0,afternoon,1,0.1045045045045045,v1.1,37
Biology Fair,Technology,Civil,1,72,Virtual,7,1,17,"ml, ai",12,2,2,0,evening,0,0.1045045045045045,v1.1,95
Chem Lab Safety,Sports,Civil,2,227,Virtual,11,5,11,"football, basketball",15,3,2,1,morning,0,0.1045045045045045,v1.1,70
Chess Tournament,Sports,Science,4,159,Main Hall,11,2,19,"badminton, sports",16,2,2,0,evening,0,0.15675675675675677,v1.1,78
Volleyball League,Technology,Electrical,2,343,Seminar Room,12,5,18,"ml, web",17,2,2,1,evening,0,0.0945945945945946,v1.1,67
Art & Craft,Cultural,Mechanical,1,141,Auditorium,10,5,15,"fashion, dance",11,3,2,1,afternoon,0,0.08468468468468468,v1.1,33
Math Olympiad,Sports,Civil,3,288,Auditorium,10,2,15,"badminton, sports",13,2,2,0,afternoon,0,0.1045045045045045,v1.1,62
Festive Gala,Cultural,Electrical,3,137,Seminar Room,11,5,12,"fashion, culture",12,2,2,1,afternoon,0,0.0945945945945946,v1.1,75
Product Management,Professional,Civil,1,328,Virtual,9,5,15,"resume, linkedin",18,2,2,1,afternoon,0,0.1045045045045045,v1.1,72
Resume Review,Cultural,Computer,4,385,Open Ground,11,2,14,"music, culture",13,2,2,0,afternoon,0,0.1918918918918919,v1.1,53
Cultural Night,Academic,Civil,4,352,Virtual,10,6,19,"english, physics",14,2,2,1,evening,0,0.1045045045045045,v1.1,31
Football Tournament,Sports,Mechanical,2,273,Open Ground,11,5,18,"football, basketball",19,2,2,1,evening,0,0.08468468468468468,v1.1,30
Festive Gala,Professional,Electrical,4,139,Seminar Room,7,1,18,"networking, career",12,2,2,0,evening,0,0.0945945945945946,v1.1,31
Volleyball League,Cultural,Civil,1,261,Open Ground,7,3,17,"music, dance",17,2,2,0,evening,0,0.1045045045045045,v1.1,77
Alumni Meet,Technology,Management,4,317,Seminar Room,7,2,14,"ai, web",11,2,2,0,afternoon,0,0.34684684684684686,v1.1,41
Chem Lab Safety,Professional,Mechanical,3,382,Main Hall,9,3,9,"networking, linkedin",15,3,2,0,morning,0,0.08468468468468468,v1.1,46
Marathon,Academic,Management,3,117,Main Hall,8,3,16,"math, quiz",8,1,2,0,afternoon,0,0.34684684684684686,v1.1,54
Startup Bootcamp,Professional,Science,2,213,Seminar Room,9,3,18,"networking, career",16,2,2,0,evening,0,0.15675675675675677,v1.1,69
Volleyball League,Professional,Electrical,2,301,Open Ground,9,0,12,"networking, startup",17,2,2,0,afternoon,0,0.0945945945945946,v1.1,71
Street Play,Technology,Mechanical,4,345,Virtual,9,4,9,"cloud, data",11,2,2,0,morning,0,0.08468468468468468,v1.1,79
Biology Fair,Professional,Civil,2,322,Auditorium,8,3,14,"networking, career",12,2,2,0,afternoon,0,0.1045045045045045,v1.1,39
Street Dance Show,Sports,Electrical,4,105,Main Hall,7,1,16,"football, cricket",17,3,2,0,afternoon,0,0.0945945945945946,v1.1,95
Street Dance Show,Academic,Management,2,294,Seminar Room,12,6,15,"math, english",17,3,2,1,afternoon,0,0.34684684684684686,v1.1,77
Startup Bootcamp,Sports,Computer,4,221,Seminar Room,12,3,13,"sports, football",16,2,2,0,afternoon,0,0.1918918918918919,v1.1,97
Cricket Match,Cultural,Computer,2,278,Main Hall,8,2,13,"dance, drama",13,2,2,0,afternoon,0,0.1918918918918919,v1.1,85
Marathon,Sports,Science,2,200,Auditorium,11,0,14,"basketball, sports",8,1,2,0,afternoon,0,0.15675675675675677,v1.1,42
Street Dance Show,Professional,Computer,1,197,Seminar Room,10,2,9,"networking, career",17,3,2,0,morning,0,0.1918918918918919,v1.1,94
Art & Craft,Professional,Civil,3,340,Open Ground,8,5,17,"networking, resume",11,3,2,1,evening,0,0.1045045045045045,v1.1,85
Ethical Hacking Workshop,Cultural,Mechanical,3,233,Main Hall,8,4,9,"music, dance",24,3,2,0,morning,1,0.08468468468468468,v1.1,97
Internship Panel,Sports,Science,3,227,Main Hall,10,2,19,"football, badminton",16,2,2,0,evening,0,0.15675675675675677,v1.1,70
Ethical Hacking Workshop,Cultural,Science,3,223,Main Hall,8,3,16,"music, fashion",24,3,2,0,afternoon,1,0.15675675675675677,v1.1,92
Alumni Meet,Technology,Civil,2,284,Auditorium,9,4,14,"ai, data",11,2,2,0,afternoon,0,0.1045045045045045,v1.1,77
Cybersecurity 101,Professional,Management,3,72,Virtual,12,2,19,"linkedin, startup",17,2,2,0,evening,0,0.34684684684684686,v1.1,81
Cultural Night,Sports,Management,1,308,Open Ground,8,2,11,"basketball, badminton",14,2,2,0,morning,0,0.34684684684684686,v1.1,97
Football Tournament,Professional,Computer,1,212,Auditorium,8,2,10,"linkedin, networking",19,2,2,0,morning,0,0.1918918918918919,v1.1,69
Street Play,Cultural,Computer,4,111,Seminar Room,7,0,15,"drama, dance",11,2,2,0,afternoon,0,0.1918918918918919,v1.1,66
Street Play,Sports,Civil,3,257,Main Hall,10,2,13,"badminton, football",11,2,2,0,afternoon,0,0.1045045045045045,v1.1,49
Math Olympiad,Professional,Science,1,180,Open Ground,7,3,16,"linkedin, startup",13,2,2,0,afternoon,0,0.15675675675675677,v1.1,32
Cultural Fest,Technology,Electrical,1,187,Open Ground,7,4,17,"code, web",13,2,2,0,evening,0,0.0945945945945946,v1.1,89
Drama Night,Academic,Science,3,97,Seminar Room,9,2,16,"quiz, chemistry",11,2,2,0,afternoon,0,0.15675675675675677,v1.1,67
Math Olympiad,Cultural,Science,3,240,Auditorium,7,4,15,"drama, dance",13,2,2,0,afternoon,0,0.15675675675675677,v1.1,43
Science Fair,Professional,Civil,4,68,Virtual,12,6,15,"linkedin, resume",12,2,2,1,afternoon,0,0.1045045045045045,v1.1,56
Tug Of War,Sports,Civil,1,347,Open Ground,11,0,17,"sports, football",10,3,2,0,evening,0,0.1045045045045045,v1.1,61
Open Mic Night,Professional,Mechanical,1,297,Open Ground,11,6,18,"startup, linkedin",14,3,2,1,evening,0,0.08468468468468468,v1.1,61
English Debate,Academic,Electrical,3,315,Virtual,9,0,11,"science, quiz",14,2,2,0,morning,0,0.0945945945945946,v1.1,44
Career Fair,Technology,Computer,4,209,Virtual,8,3,13,"web, cloud",11,2,2,0,afternoon,0,0.1918918918918919,v1.1,94
Dance Battle,Technology,Civil,2,252,Main Hall,10,3,13,"ml, ai",12,2,2,0,afternoon,0,0.1045045045045045,v1.1,37
Tug Of War,Sports,Computer,3,172,Open Ground,11,6,17,"football, basketball",10,3,2,1,evening,0,0.1918918918918919,v1.1,34
Volleyball League,Technology,Computer,2,244,Open Ground,7,2,10,"ai, web",17,2,2,0,morning,0,0.1918918918918919,v1.1,69
Chem Lab Safety,Cultural,Computer,1,112,Open Ground,8,6,17,"music, fashion",15,3,2,1,evening,0,0.1918918918918919,v1.1,73
Festive Gala,Sports,Computer,4,303,Seminar Room,10,1,11,"sports, basketball",12,2,2,0,morning,0,0.1918918918918919,v1.1,54
Environmental Quiz,Academic,Computer,2,147,Main Hall,10,6,12,"science, physics",18,2,2,1,afternoon,0,0.1918918918918919,v1.1,53
Open Mic Night,Technology,Computer,3,300,Virtual,12,4,16,"web, tech",14,3,2,0,afternoon,0,0.1918918918918919,v1.1,43
Cultural Night,Cultural,Computer,3,189,Virtual,11,0,9,"dance, music",14,2,2,0,morning,0,0.1918918918918919,v1.1,70
Data Science Panel,Technology,Science,4,267,Auditorium,8,1,12,"cloud, code",18,3,2,0,afternoon,0,0.15675675675675677,v1.1,77
Chess Tournament,Cultural,Computer,4,218,Virtual,12,0,19,"music, culture",16,2,2,0,evening,0,0.1918918918918919,v1.1,52
Industry Talk,Technology,Mechanical,3,374,Main Hall,11,4,9,"web, data",13,2,2,0,morning,0,0.08468468468468468,v1.1,36
Science Fair,Academic,Management,4,58,Open Ground,11,0,10,"science, physics",12,2,2,0,morning,0,0.34684684684684686,v1.1,45
Robotics Expo,Academic,Civil,4,146,Open Ground,9,0,11,"english, science",13,2,2,0,morning,0,0.1045045045045045,v1.1,38
English Debate,Sports,Management,2,212,Seminar Room,11,0,10,"sports, badminton",14,2,2,0,morning,0,0.34684684684684686,v1.1,38
Linkedin Mastery,Academic,Management,3,104,Open Ground,11,2,17,"english, science",16,2,2,0,evening,0,0.34684684684684686,v1.1,90
Resume Review,Academic,Computer,2,229,Virtual,10,5,15,"science, math",13,2,2,1,afternoon,0,0.1918918918918919,v1.1,68
Volleyball League,Professional,Electrical,3,129,Open Ground,8,4,17,"startup, linkedin",17,2,2,0,evening,0,0.0945945945945946,v1.1,70
Tech Talk,Professional,Computer,4,287,Open Ground,8,2,12,"startup, career",9,2,2,0,afternoon,0,0.1918918918918919,v1.1,62
Math Olympiad,Technology,Management,3,147,Main Hall,8,3,11,"tech, code",13,2,2,0,morning,0,0.34684684684684686,v1.1,96
Blockchain Basics,Technology,Science,4,238,Main Hall,8,4,13,"ml, cloud",17,2,2,0,afternoon,0,0.15675675675675677,v1.1,76
Football Tournament,Academic,Civil,1,355,Seminar Room,11,0,17,"math, quiz",19,2,2,0,evening,0,0.1045045045045045,v1.1,80
Ai Workshop,Technology,Mechanical,4,377,Main Hall,10,4,15,"code, tech",11,2,2,0,afternoon,1,0.08468468468468468,v1.1,82
Science Fair,Technology,Mechanical,1,184,Virtual,8,3,19,"data, code",12,2,2,0,evening,0,0.08468468468468468,v1.1,40
Open Mic Night,Academic,Management,1,260,Main Hall,9,6,16,"quiz, math",14,3,2,1,afternoon,0,0.34684684684684686,v1.1,43
Volleyball League,Academic,Science,2,134,Main Hall,12,3,15,"quiz, science",17,2,2,0,afternoon,0,0.15675675675675677,v1.1,32
Cloud Computing 101,Academic,Science,2,231,Virtual,9,1,15,"math, chemistry",19,3,2,0,afternoon,0,0.15675675675675677,v1.1,67
Alumni Meet,Academic,Civil,4,238,Seminar Room,12,4,15,"science, english",11,2,2,0,afternoon,0,0.1045045045045045,v1.1,41
Science Quiz,Cultural,Civil,3,394,Seminar Room,11,0,10,"music, culture",12,2,2,0,morning,0,0.1045045045045045,v1.1,52
Ethical Hacking Workshop,Cultural,Mechanical,3,214,Open Ground,9,2,9,"music, culture",24,3,2,0,morning,1,0.08468468468468468,v1.1,49
Internship Panel,Cultural,Civil,1,304,Open Ground,9,1,10,"culture, music",16,2,2,0,morning,0,0.1045045045045045,v1.1,89
Marathon,Technology,Electrical,3,360,Seminar Room,7,6,15,"cloud, ml",8,1,2,1,afternoon,0,0.0945945945945946,v1.1,75
Internship Panel,Professional,Electrical,2,219,Open Ground,9,6,14,"networking, career",16,2,2,1,afternoon,0,0.0945945945945946,v1.1,64
English Debate,Technology,Management,4,226,Virtual,10,1,17,"ml, tech",14,2,2,0,evening,0,0.34684684684684686,v1.1,31
